project_rolebased_user_id,project_id,employee_id,resourcing_status,allocated_start_date,allocated_end_date,is_allocation_active,allocation_by_percentage,is_active_version,extended_end_date,extended_status,extended_start_date,shift_type,reviewer_employee_id
6e94b280-9293-11ed-b4ff-3fa4b0881616,BAU_006,JMG152,NON_BILLABLE,2022-09-05,2030-12-31,1,,1,,,,,
634c4f50-9239-11ed-b47d-799a1ad59ea6,TPW_003,JMD105,NON_BILLABLE,2022-02-01,2023-01-31,0,,1,,,,,
6e89dd10-9293-11ed-b4ff-3fa4b0881616,BAU_010,JMG152,NON_BILLABLE,2022-09-05,2030-12-31,1,,1,,,,,
27196210-966d-11ed-9781-7dc4c3d19bf8,JMG_162,JMD154,NON_BILLABLE,2023-01-16,2023-12-31,0,,1,,,,,
6e8d3870-9293-11ed-b4ff-3fa4b0881616,BAU_004,JMG152,NON_BILLABLE,2022-09-05,2030-09-30,1,,1,,,,,
0f03f3f0-97dc-11ed-9781-7dc4c3d19bf8,JMG_162,JMG56,NON_BILLABLE,2023-01-16,2023-12-31,0,,1,,,,,
0f27f6b0-97dc-11ed-9781-7dc4c3d19bf8,JMG_162,JMD98,NON_BILLABLE,2023-01-16,2023-12-31,0,,1,,,,,
0f026d50-97dc-11ed-9781-7dc4c3d19bf8,JMG_162,JMG31,NON_BILLABLE,2023-01-16,2023-12-31,0,,1,,,,,
f9bc69a0-97db-11ed-9781-7dc4c3d19bf8,JMG_163,JMG125,NON_BILLABLE,2023-01-16,2023-12-31,0,,1,,,,,
0f1754e0-97dc-11ed-9781-7dc4c3d19bf8,JMG_162,JMD105,NON_BILLABLE,2023-01-16,2023-12-31,0,,1,,,,,
0f063de0-97dc-11ed-9781-7dc4c3d19bf8,JMG_162,JMG115,NON_BILLABLE,2023-01-16,2023-12-31,0,,1,,,,,
0f0ea250-97dc-11ed-9781-7dc4c3d19bf8,JMG_162,JMG162,NON_BILLABLE,2023-01-16,2023-12-31,0,,1,,,,,
4741c390-9819-11ed-9781-7dc4c3d19bf8,CLN_006,JML105,NON_BILLABLE,2022-02-16,2022-05-31,0,,1,,,,,
f9a86c70-97db-11ed-9781-7dc4c3d19bf8,JMG_163,JMG135,NON_BILLABLE,2023-01-16,2023-12-31,0,,1,,,,,
56f67470-9819-11ed-9781-7dc4c3d19bf8,CLN_007,JMD87,NON_BILLABLE,2022-02-16,2022-04-10,0,,1,,,,,
473dcbf0-9819-11ed-9781-7dc4c3d19bf8,CLN_006,JMD87,NON_BILLABLE,2022-03-01,2022-04-10,0,,1,,,,,
0f0f65a0-97dc-11ed-9781-7dc4c3d19bf8,JMG_162,JMD162,NON_BILLABLE,2023-01-16,2023-12-31,0,,1,,,,,
f9ae11c0-97db-11ed-9781-7dc4c3d19bf8,JMG_163,JMG91,NON_BILLABLE,2023-01-16,2023-12-31,0,,1,,,,,
0f099940-97dc-11ed-9781-7dc4c3d19bf8,JMG_162,JMG93,NON_BILLABLE,2023-01-16,2023-12-31,0,,1,,,,,
f9bb0a10-97db-11ed-9781-7dc4c3d19bf8,JMG_163,JMG148,NON_BILLABLE,2023-01-16,2023-12-31,0,,1,,,,,
0f2585b0-97dc-11ed-9781-7dc4c3d19bf8,JMG_162,JMD121,NON_BILLABLE,2023-01-16,2023-12-31,0,,1,,,,,
473f0470-9819-11ed-9781-7dc4c3d19bf8,CLN_006,JML112,NON_BILLABLE,2022-07-18,2022-11-25,0,,1,,,,,
f9c3bca0-97db-11ed-9781-7dc4c3d19bf8,JMG_163,JMG113,NON_BILLABLE,2023-01-16,2023-12-31,0,,1,,,,,
f9b90e40-97db-11ed-9781-7dc4c3d19bf8,JMG_163,JMD104,NON_BILLABLE,2023-01-16,2023-12-31,0,,1,,,,,
473abeb0-9819-11ed-9781-7dc4c3d19bf8,CLN_006,JML112,NON_BILLABLE,2022-07-11,2022-07-17,0,,1,,,,,
1ca3b8e0-6426-11ed-a862-f9f1e84319e8,LMX_001,JMG15,NON_BILLABLE,2022-10-12,2022-11-25,0,25.0,1,,,,,
584d1c50-61ca-11ed-a862-f9f1e84319e8,AMC_002,JML-013,NON_BILLABLE,2021-06-21,2021-07-30,0,50.0,1,,,,,
6567ebb0-610a-11ed-a862-f9f1e84319e8,AMC_002,JMD163,NON_BILLABLE,2022-02-28,2022-03-20,0,100.0,1,,,,,
74c8a501-097a-11ed-8cf6-ff3b8e9aefe9,JMG_021,JMD107,NON_BILLABLE,2022-06-01,2022-07-31,0,50.0,1,,,,,
cb3556c4-2272-11ed-8cf6-ff3b8e9aefe9,BAU_024,JMG31,NON_BILLABLE,2019-02-01,2025-12-31,0,37.5,1,,,,,
0846c951-168d-11ed-8cf6-ff3b8e9aefe9,MSG_008,JMD87,NON_BILLABLE,2022-07-25,2022-10-28,0,100.0,1,,,,,
27536323-f893-11ec-8cf6-ff3b8e9aefe9,BAU_025,JMD121,NON_BILLABLE,2022-06-01,2032-12-31,1,12.5,1,,,,,
40d65480-2546-11ed-8cf6-ff3b8e9aefe9,TPW_003,JMD160,NON_BILLABLE,2022-01-03,2022-12-31,0,12.5,1,,,,,
62fc7a40-37e7-11ed-b8da-8b6714382ff7,JMG_025,JMD105,NON_BILLABLE,2022-07-01,2022-10-31,0,37.5,1,,,,,
86e72ae1-29f0-11ed-ac19-6fb221d97086,CLN_011,JMG105,NON_BILLABLE,2022-07-01,2022-09-30,0,100.0,1,,,,,
a86c8f20-547f-11ed-8af8-b34c7ccbebaa,BAU_003,JMD97,NON_BILLABLE,2022-09-05,2030-12-31,1,100.0,1,,,,,
a8afd9b0-547f-11ed-8af8-b34c7ccbebaa,BAU_003,JML98,NON_BILLABLE,2022-09-05,2030-12-31,1,100.0,1,,,,,
b1ac8c00-446e-11ed-a284-99cefbc7be44,JMG_135,JMG113,NON_BILLABLE,2022-09-12,2022-12-02,0,100.0,1,,,,,
3e41d390-246d-11ed-8cf6-ff3b8e9aefe9,TPW_003,JMD105,NON_BILLABLE,2022-01-03,2022-01-31,0,12.5,1,,,,,
276a7311-00e2-11ed-8cf6-ff3b8e9aefe9,JMG_021,JMD171,NON_BILLABLE,2022-07-04,2022-07-29,0,100.0,1,,,,,
4df00f90-00f1-11ed-8cf6-ff3b8e9aefe9,JMG_020,JMD24,NON_BILLABLE,2019-06-03,2020-03-06,0,50.0,1,,,,,
81efaba3-f95f-11ec-8cf6-ff3b8e9aefe9,JMG_097,JMD114,NON_BILLABLE,2022-05-16,2022-12-31,0,12.5,1,,,,,
b0f2b680-2430-11ed-8cf6-ff3b8e9aefe9,JMG_025,JMD32,NON_BILLABLE,2019-02-04,2019-09-20,0,100.0,1,,,,,
3e40e933-246d-11ed-8cf6-ff3b8e9aefe9,TPW_003,JMD105,NON_BILLABLE,2022-03-01,2022-03-31,0,12.5,1,,,,,
58173350-0e88-11ed-8cf6-ff3b8e9aefe9,CLN_011,JML122,NON_BILLABLE,2022-07-25,2022-09-02,0,75.0,1,,,,,
64fa8993-22b1-11ed-8cf6-ff3b8e9aefe9,TPW_003,JML109,NON_BILLABLE,2022-06-05,2022-12-31,0,12.5,1,,,,,
cb25ef80-5ea1-11ed-a862-f9f1e84319e8,NTS_005,JMD160,NON_BILLABLE,2022-01-03,2022-12-31,0,12.5,1,,,,,
3d4fce60-514f-11ed-8af8-b34c7ccbebaa,COM_001,JMG22,NON_BILLABLE,2022-10-17,2022-11-04,0,12.5,1,,,,,
427fd3c0-1348-11ed-8cf6-ff3b8e9aefe9,JMG_059,JMG56,NON_BILLABLE,2022-07-04,2022-08-12,0,12.5,1,,,,,
a6c379d3-fe9a-11ec-8cf6-ff3b8e9aefe9,JMG_079,JMD149,NON_BILLABLE,2022-07-04,2022-08-12,0,12.5,1,,,,,
1ba20900-fe9c-11ec-8cf6-ff3b8e9aefe9,JMG_088,JMG86,NON_BILLABLE,2022-05-02,2022-08-12,0,12.5,1,,,,,
27868110-f893-11ec-8cf6-ff3b8e9aefe9,BAU_025,JMD105,NON_BILLABLE,2022-06-01,2032-12-31,1,12.5,1,,,,,
51dedb00-4934-11ed-8af8-b34c7ccbebaa,TPW_003,JMD105,NON_BILLABLE,2022-05-02,2022-05-31,0,12.5,1,,,,,
a8fc24f0-547f-11ed-8af8-b34c7ccbebaa,BAU_003,JMG123,NON_BILLABLE,2022-09-05,2030-12-31,1,100.0,1,,,,,
89d08c62-1e01-11ed-8cf6-ff3b8e9aefe9,JMG_107,JMG105,NON_BILLABLE,2022-07-04,2022-08-31,0,12.5,1,,,,,
a7967ef3-0766-11ed-8cf6-ff3b8e9aefe9,BAU_024,JMG23,NON_BILLABLE,2019-02-01,2025-12-31,0,37.5,1,,,,,
a8798770-547f-11ed-8af8-b34c7ccbebaa,BAU_003,JMD133,NON_BILLABLE,2022-09-05,2030-12-31,1,100.0,1,,,,,
c950f590-14ac-11ed-8cf6-ff3b8e9aefe9,THO_007,JMD105,NON_BILLABLE,2022-06-01,2022-08-31,0,12.5,1,,,,,
2759f2d3-f893-11ec-8cf6-ff3b8e9aefe9,BAU_025,JMD160,NON_BILLABLE,2022-06-01,2032-12-31,1,12.5,1,,,,,
2a9b64d3-1a56-11ed-8cf6-ff3b8e9aefe9,BAU_013,JMD21,NON_BILLABLE,2019-02-01,2021-12-31,0,100.0,1,,,,,
a44587f4-13d7-11ed-8cf6-ff3b8e9aefe9,JMG_025,JMD105,NON_BILLABLE,2021-08-09,2021-09-30,0,50.0,1,,,,,
a8e05f90-547f-11ed-8af8-b34c7ccbebaa,BAU_003,JMD109,NON_BILLABLE,2022-09-05,2030-12-31,1,100.0,1,,,,,
a8f435b0-547f-11ed-8af8-b34c7ccbebaa,BAU_003,JMD124,NON_BILLABLE,2022-09-05,2030-12-31,1,100.0,1,,,,,
cd188f10-64f4-11ed-a862-f9f1e84319e8,SMG_001,JMG143,NON_BILLABLE,2022-11-14,2023-01-31,0,100.0,1,,,,,
e2f04a51-09c1-11ed-8cf6-ff3b8e9aefe9,JMG_025,JMD9,NON_BILLABLE,2019-02-25,2019-08-02,0,25.0,1,,,,,
a449f4c2-13d7-11ed-8cf6-ff3b8e9aefe9,JMG_025,JMD46,NON_BILLABLE,2019-06-10,2019-11-22,0,37.5,1,,,,,
e8f4e8b0-5e81-11ed-aba4-33e3cf91fd2b,SOV_010,JMG116,NON_BILLABLE,2022-11-01,2023-01-31,0,100.0,1,,,,,
39808df0-4aac-11ed-8af8-b34c7ccbebaa,LMX_001,JMG15,NON_BILLABLE,2022-10-12,2022-11-04,0,25.0,1,,,,,
7de88940-4956-11ed-8af8-b34c7ccbebaa,JMG_139,JMG86,NON_BILLABLE,2022-09-12,2022-12-02,0,12.5,1,,,,,
a5995060-6421-11ed-a862-f9f1e84319e8,AMC_002,JMG126,NON_BILLABLE,2021-10-10,2022-11-04,0,100.0,1,,,,,
da64d530-fe9b-11ec-8cf6-ff3b8e9aefe9,JMG_059,JMG86,NON_BILLABLE,2022-07-04,2022-08-12,0,12.5,1,,,,,
65610de0-610a-11ed-a862-f9f1e84319e8,AMC_002,JML90,NON_BILLABLE,2021-10-24,2022-12-30,0,12.5,1,,,,,
a8912e20-547f-11ed-8af8-b34c7ccbebaa,BAU_003,JML112,NON_BILLABLE,2022-09-05,2030-12-31,1,100.0,1,,,,,
ad6865f0-5aa4-11ed-aa46-6f02e160a1df,CIE_002,JMG22,NON_BILLABLE,2022-08-08,2022-12-16,0,12.5,1,,,,,
bad02440-3e42-11ed-aee3-63931c50e95f,BAU_009,JMD21,NON_BILLABLE,2022-09-05,2030-09-30,1,100.0,1,,,,,
7b46e4e1-d6ae-11ec-a197-e7d2d5c3d88d,BTS_001,JMD114,NON_BILLABLE,2022-02-21,2023-02-20,0,100.0,1,,,,,
9369e753-1a3a-11ed-8cf6-ff3b8e9aefe9,TPW_003,JMD105,NON_BILLABLE,2022-04-01,2022-04-30,0,12.5,1,,,,,
a89a7cf0-547f-11ed-8af8-b34c7ccbebaa,BAU_003,JMG91,NON_BILLABLE,2022-09-05,2030-12-31,1,100.0,1,,,,,
a8e3e200-547f-11ed-8af8-b34c7ccbebaa,BAU_003,JMD142,NON_BILLABLE,2022-09-05,2030-12-31,1,100.0,1,,,,,
a85c1460-547f-11ed-8af8-b34c7ccbebaa,BAU_003,JMG140,NON_BILLABLE,2022-09-05,2030-12-31,1,100.0,1,,,,,
27abe360-f893-11ec-8cf6-ff3b8e9aefe9,BAU_025,JMD142,NON_BILLABLE,2022-06-01,2032-12-31,1,12.5,1,,,,,
c951dff0-14ac-11ed-8cf6-ff3b8e9aefe9,THO_007,JMD147,NON_BILLABLE,2022-03-10,2022-05-31,0,100.0,1,,,,,
c90b7bb0-440d-11ed-a284-99cefbc7be44,CLN_010,JMG93,NON_BILLABLE,2022-06-06,2022-11-30,0,100.0,1,,,,,
52792600-1a5f-11ed-8cf6-ff3b8e9aefe9,LSE_003,JML-013,NON_BILLABLE,2022-08-05,2022-09-02,0,50.0,1,,,,,
a0d8e900-33d6-11eb-b4b3-79d1c6eedf12,JMG_016,JMD24,NON_BILLABLE,2020-03-30,2020-08-07,0,50.0,1,,,,,
d80eaa14-117c-11ed-8cf6-ff3b8e9aefe9,JMG_021,JMD142,NON_BILLABLE,2022-05-30,2022-07-31,0,12.5,1,,,,,
05dedca0-5eb0-11ed-a862-f9f1e84319e8,QSC_003,JMD142,NON_BILLABLE,2022-10-03,2022-11-11,0,100.0,1,,,,,
103d1a93-1171-11ed-8cf6-ff3b8e9aefe9,TPW_003,JMD105,NON_BILLABLE,2022-07-01,2022-12-31,0,12.5,1,,,,,
428021e0-1348-11ed-8cf6-ff3b8e9aefe9,JMG_059,JMD160,NON_BILLABLE,2022-05-02,2022-08-01,0,12.5,1,,,,,
1f541200-492e-11ed-8af8-b34c7ccbebaa,MCL_010,JMD160,NON_BILLABLE,2022-02-07,2022-12-31,0,50.0,1,,,,,
a7a73dc1-0898-11ed-8cf6-ff3b8e9aefe9,SOV_009,JMD149,NON_BILLABLE,2022-05-16,2022-10-31,0,25.0,1,,,,,
e294dcd0-1978-11ed-8cf6-ff3b8e9aefe9,NKD_004,JMG31,NON_BILLABLE,2022-08-11,2022-09-09,0,50.0,1,,,,,
3c22c3c0-0466-11ed-8cf6-ff3b8e9aefe9,CAS_004,JMG90,NON_BILLABLE,2022-05-09,2022-08-19,0,100.0,1,,,,,
4765f0a1-0c30-11ed-8cf6-ff3b8e9aefe9,JMG_114,JMG15,NON_BILLABLE,2022-07-04,2022-08-12,0,12.5,1,,,,,
a7967ef4-0766-11ed-8cf6-ff3b8e9aefe9,BAU_024,JMG39,NON_BILLABLE,2019-02-01,2025-12-31,0,37.5,1,,,,,
fa0eab92-245c-11ed-8cf6-ff3b8e9aefe9,CAR_001,JML-013,NON_BILLABLE,2022-04-11,2022-08-08,0,50.0,1,,,,,
40d82943-2546-11ed-8cf6-ff3b8e9aefe9,TPW_003,JMD105,NON_BILLABLE,2022-02-01,2022-02-28,0,12.5,1,,,,,
63001ed0-1c7f-11ed-8cf6-ff3b8e9aefe9,FLO_001,JMG22,NON_BILLABLE,2022-08-09,2022-09-02,0,50.0,1,,,,,
a5a166b0-6421-11ed-a862-f9f1e84319e8,AMC_002,JMG56,NON_BILLABLE,2021-05-17,2022-04-28,0,50.0,1,,,,,
275ed4d1-f893-11ec-8cf6-ff3b8e9aefe9,BAU_025,JMD98,NON_BILLABLE,2022-06-01,2032-12-31,1,12.5,1,,,,,
27647a21-f893-11ec-8cf6-ff3b8e9aefe9,BAU_025,JMD169,NON_BILLABLE,2022-06-01,2032-12-31,1,12.5,1,,,,,
51d6ebc0-4934-11ed-8af8-b34c7ccbebaa,TPW_003,JMD105,NON_BILLABLE,2022-06-01,2022-06-30,0,25.0,1,,,,,
6ead2080-1fa8-11ed-8cf6-ff3b8e9aefe9,EUR_001,JMD149,NON_BILLABLE,2022-07-01,2022-10-31,0,25.0,1,,,,,
c11727d1-13d7-11ed-8cf6-ff3b8e9aefe9,JMG_017,JMD24,NON_BILLABLE,2019-05-13,2021-05-21,0,100.0,1,,,,,
1a245a10-cc51-11ec-a197-e7d2d5c3d88d,BAU_024,JML-034,NON_BILLABLE,2019-02-01,2025-12-31,0,37.5,1,,,,,
ccaec7c3-14c6-11ed-8cf6-ff3b8e9aefe9,SOV_009,JMD149,NON_BILLABLE,2022-05-16,2022-12-30,0,25.0,1,,,,,
50f16b00-045a-11ed-8cf6-ff3b8e9aefe9,SOV_007,JMG112,NON_BILLABLE,2022-04-01,2022-07-31,0,75.0,1,,,,,
584e54d0-61ca-11ed-a862-f9f1e84319e8,AMC_002,JML-024,NON_BILLABLE,2021-05-17,2022-07-31,0,50.0,1,,,,,
65b62850-fdd9-11ec-8cf6-ff3b8e9aefe9,MSG_004,JMG15,NON_BILLABLE,2022-03-07,2022-07-22,0,12.5,1,,,,,
b0f108d0-2430-11ed-8cf6-ff3b8e9aefe9,JMG_025,JMD105,NON_BILLABLE,2022-08-01,2022-08-31,0,50.0,1,,,,,
b0f108d2-2430-11ed-8cf6-ff3b8e9aefe9,JMG_025,JMD105,NON_BILLABLE,2022-01-03,2022-01-28,0,25.0,1,,,,,
83b1e770-60cd-11ed-a862-f9f1e84319e8,CIE_002,JMD107,NON_BILLABLE,2022-08-08,2022-12-16,0,100.0,1,,,,,
925884f4-16e5-11ed-8cf6-ff3b8e9aefe9,JMG_021,JMD147,NON_BILLABLE,2022-05-09,2022-07-31,0,12.5,1,,,,,
cb3556c2-2272-11ed-8cf6-ff3b8e9aefe9,BAU_024,JMG22,NON_BILLABLE,2019-02-01,2025-12-31,0,37.5,1,,,,,
dc8b87a2-0760-11ed-8cf6-ff3b8e9aefe9,MSG_007,JMD121,NON_BILLABLE,2022-06-13,2022-07-29,0,100.0,1,,,,,
a8ee9060-547f-11ed-8af8-b34c7ccbebaa,BAU_003,JMD160,NON_BILLABLE,2022-09-05,2030-12-31,1,100.0,1,,,,,
3d4467e2-0c9f-11ed-8cf6-ff3b8e9aefe9,THO_007,JMD98,NON_BILLABLE,2021-06-14,2022-08-31,0,12.5,1,,,,,
9d28e470-65cc-11ed-a862-f9f1e84319e8,KDK_002,JMG56,NON_BILLABLE,2022-11-14,2022-12-02,0,12.5,1,,,,,
cd17a4b0-64f4-11ed-a862-f9f1e84319e8,SMG_001,JMG113,NON_BILLABLE,2022-11-14,2023-01-31,0,100.0,1,,,,,
43dc3260-fdf2-11ec-8cf6-ff3b8e9aefe9,THO_007,JMD105,NON_BILLABLE,2022-06-01,2022-07-31,0,12.5,1,,,,,
b0f04580-2430-11ed-8cf6-ff3b8e9aefe9,JMG_025,JMD105,NON_BILLABLE,2022-03-01,2022-03-31,0,50.0,1,,,,,
b1a6bef0-feba-11ec-8cf6-ff3b8e9aefe9,CLN_006,JMG111,NON_BILLABLE,2022-06-20,2022-11-25,0,100.0,1,,,,,
c717fd10-5448-11ed-8af8-b34c7ccbebaa,AMC_002,JML101,NON_BILLABLE,2022-01-01,2023-01-01,0,50.0,1,,,,,
a4440151-13d7-11ed-8cf6-ff3b8e9aefe9,JMG_025,JMD105,NON_BILLABLE,2021-08-09,2021-11-30,0,75.0,1,,,,,
1a2396c0-cc51-11ec-a197-e7d2d5c3d88d,BAU_024,JML76,NON_BILLABLE,2021-06-07,2025-12-31,0,37.5,1,,,,,
357124e0-35df-11ed-b8da-8b6714382ff7,JMG_136,JMD21,NON_BILLABLE,2022-09-12,2022-12-02,0,12.5,1,,,,,
4c52b591-21a6-11ed-8cf6-ff3b8e9aefe9,JMG_059,JMG56,NON_BILLABLE,2022-07-04,2022-09-09,0,12.5,1,,,,,
81f1f592-f95f-11ec-8cf6-ff3b8e9aefe9,JMG_097,JMD149,NON_BILLABLE,2022-05-16,2022-12-31,0,12.5,1,,,,,
2755d423-f893-11ec-8cf6-ff3b8e9aefe9,BAU_025,JMD21,NON_BILLABLE,2022-06-01,2032-12-31,1,12.5,1,,,,,
62f65fc0-37e7-11ed-b8da-8b6714382ff7,JMG_025,JMD105,NON_BILLABLE,2022-03-01,2022-10-31,0,50.0,1,,,,,
54e5d280-48bd-11ed-8af8-b34c7ccbebaa,CLN_011,JMD160,NON_BILLABLE,2022-09-01,2022-10-31,0,75.0,1,,,,,
279ec400-f893-11ec-8cf6-ff3b8e9aefe9,BAU_025,JMD109,NON_BILLABLE,2022-06-01,2032-12-31,1,12.5,1,,,,,
52546f60-00d6-11ed-8cf6-ff3b8e9aefe9,JMG_120,JMG93,NON_BILLABLE,2022-07-04,2022-08-12,0,12.5,1,,,,,
92855650-986a-11ec-b1b6-89c7ec3685e6,NTS_006,JMD150,NON_BILLABLE,2022-01-03,2022-12-31,0,100.0,1,,,,,
a8bde370-547f-11ed-8af8-b34c7ccbebaa,BAU_003,JML110,NON_BILLABLE,2022-09-05,2030-12-31,1,100.0,1,,,,,
a8ebaa30-547f-11ed-8af8-b34c7ccbebaa,BAU_003,JMD154,NON_BILLABLE,2022-09-05,2030-12-31,1,100.0,1,,,,,
e6b33362-0cae-11ed-8cf6-ff3b8e9aefe9,JMG_057,JMD160,NON_BILLABLE,2022-07-18,2022-08-31,0,50.0,1,,,,,
665ebe90-4ed1-11ed-8af8-b34c7ccbebaa,PSG_001,JML-013,NON_BILLABLE,2022-07-04,2022-12-31,0,12.5,1,,,,,
62fe00e0-37e7-11ed-b8da-8b6714382ff7,JMG_025,JMD105,NON_BILLABLE,2021-08-09,2022-10-31,0,50.0,1,,,,,
a7940df0-0766-11ed-8cf6-ff3b8e9aefe9,BAU_024,JMG10,NON_BILLABLE,2019-02-01,2025-12-31,0,37.5,1,,,,,
b7c30303-140b-11ed-8cf6-ff3b8e9aefe9,PSC_020,JMG121,NON_BILLABLE,2022-08-08,2022-09-30,0,100.0,1,,,,,
cb372b80-2272-11ed-8cf6-ff3b8e9aefe9,BAU_024,JML-024,NON_BILLABLE,2019-02-01,2025-12-31,0,37.5,1,,,,,
e8fa7a51-14bc-11ed-8cf6-ff3b8e9aefe9,JMG_057,JMD139,NON_BILLABLE,2022-01-13,2022-12-31,0,100.0,1,,,,,
