wsr_key,wsr_id,project_id_masked,scope_status,schedule_status,quality_status,csat_status,team_status,week_start_date,week_end_date
796eb7803eff2ae6a15b5375faebfc5c9078644132beca65f2553ff6320318fc,00504897-A9B1-4126-BA8C-8EE218E418DA,CLIENT_302_003,GREEN,GREEN,GREEN,GREEN,RED,2026-01-26,2026-02-01
e24d2917e4757ecfd47aa02d3014876e5960f39cca898123ecb09b26243efde5,00559D81-B0F6-4F7F-8922-D3ABAB9805C7,CLIENT_252_002,GREEN,GREEN,GREEN,GREEN,GREEN,2025-09-08,2025-09-14
6ec1a28f88765477368445c0733cdfefca8027640cd0da3783209fa4c52f64d9,0056FC7A-46F4-462A-9DF3-A37969DD52A5,CLIENT_62_004,GREEN,GREEN,GREEN,GREEN,GREEN,2025-10-20,2025-10-26
0e0241828574dea87862f1c04623c61ebb6170bec64652526b25fad603833cb5,0074B347-9AEF-4409-B52D-EFC92EF6C1F9,CLIENT_25_017,GREEN,GREEN,GREEN,GREEN,GREEN,2026-01-02,2026-01-08
82430b105250f175c31e06cfc2475326e74b2df5a9816fd7a6857edd7dd104aa,00B9B9FA-ABB4-4685-BAEC-191207BAC683,CLIENT_128_007,GREEN,AMBER,AMBER,AMBER,GREEN,2023-11-15,2023-11-21
05b19d7da3106a95933821dfdbaf8d48d78cf7a117451c5fd6f6f22fb8e818a1,005533FA-4D88-4FF2-BF7A-D94D7EA10E3D,CLIENT_53_015,AMBER,AMBER,AMBER,AMBER,AMBER,2024-01-02,2024-01-08
89a80a0a4fca8cef2bfb6fc610eae8fe63bbddc878dd199e91f4c177f090094b,00586649-0E9F-412F-B57F-A9DE3544804D,CLIENT_308_004,AMBER,RED,RED,AMBER,AMBER,2022-05-08,2022-05-14
5d23f967aab64e5fb0ccb503e446b93ac98ea2fdbf2b8f2b97b35b34537598a8,0074C3FD-13C8-40CE-9407-CD9119701A84,CLIENT_182_003,AMBER,AMBER,GREEN,AMBER,GREEN,2024-01-08,2024-01-14
49e34d844685cf04c3f32e00a2c648cd3bb114c7cb16e83bda459d04f8d74306,0080A106-8660-4FBA-8E18-909CD702AAB6,CLIENT_44_002,GREEN,GREEN,GREEN,AMBER,GREEN,2026-01-26,2026-02-01
eab2f700a811b678d776c7e7d7f68fe15ee17fcd0ec365eaf15b0f15cf6d2179,00830466-01B7-49F0-8AC3-2425D4725F03,CLIENT_89_006,GREEN,GREEN,AMBER,GREEN,AMBER,2026-05-25,2026-05-31
2d775abe1bfcc1e8a1d8d33a2039324e6d044d45dd954f99fa32fd1c54cc96d4,00C5604B-8973-47FB-9137-E3759024767B,CLIENT_19_007,GREEN,GREEN,GREEN,GREEN,GREEN,2025-09-21,2025-09-27
984a8cd92f5956d2cb81c425b34b29f02517a519e8223ae26add15d03c5b5cfe,00C707F9-5E2C-465C-A832-91C8F92EC945,CLIENT_281_003,GREEN,GREEN,GREEN,AMBER,GREEN,2025-02-10,2025-02-16
86fc50af95e118645750d27a7d8438e225e48af0ce28fb7052fccbc60cd4462f,00D43907-FD83-4E83-988B-8EC2B2A816E2,CLIENT_19_004,AMBER,AMBER,GREEN,GREEN,AMBER,2025-06-29,2025-07-05
aabd5b2892870ffedcab0642edfae246b129b482bef08810de9b9845afd8930e,00D5BDB3-AF8A-41E7-AA7A-E6F6BD924B95,CLIENT_42_014,GREEN,GREEN,GREEN,GREEN,GREEN,2024-02-26,2024-03-03
1761bfd82d1bd31f7351c50fba97d0dfa9498d8bdef1e4631aa237f8aa9ea33a,00D87F13-9E49-49A0-8518-E977E714B17E,CLIENT_235_002,GREEN,GREEN,GREEN,GREEN,GREEN,2025-12-08,2025-12-14
7e47122752d283574e90835138db62404e5c03ad560c4e798d716b5254fe0da0,009BF8DA-EF5F-4C6F-96DD-1CD08040382F,CLIENT_100_002,GREEN,GREEN,GREEN,AMBER,GREEN,2025-06-16,2025-06-22
7ce82dc413ee211842dd2d2de0fa6b3da1e0ef1229f0d5188389e692fd5db873,00B0BBCF-610B-4E47-9565-A0CA07E77E8E,CLIENT_120_016,GREEN,GREEN,GREEN,GREEN,GREEN,2024-04-01,2024-04-07
f9af37d5f97f8e8fa20589ddd621f9048fa6050b4e65847e574db7453ba1b2d2,00E2A79A-0BB8-42A4-9CFE-1164E1A8F8E6,CLIENT_348_002,AMBER,AMBER,GREEN,GREEN,GREEN,2025-03-10,2025-03-16
99818d1e2decb6d67188323cc8f2409384a35c5c9ad3d89e58c1fa4f0a8c21a2,00E56C81-226D-4671-97DC-B5C5BD5BBEE4,CLIENT_377_003,GREEN,GREEN,GREEN,AMBER,GREEN,2025-03-17,2025-03-23
a42a3f6f1debcc0d4163b127d8ea64407d0d80f35b2d9be5e3e4889c31a430d4,00E13FC0-3CD8-47C3-B885-80F8BAC1C8F6,CLIENT_172_004,GREEN,GREEN,AMBER,GREEN,GREEN,2025-05-26,2025-06-01
68727d15912707924467714d22847316642e7dba30f2def81f6b8cf40f3fa2aa,010A9C62-8BEA-4054-B978-3D3A0B6B6FEE,CLIENT_226_004,RED,RED,RED,RED,AMBER,2025-12-22,2025-12-28
541756c8d019cbe2c800eda8f991d161f30d7a0698f15235f874201a06dccf45,01339867-CA01-4DEB-B702-BEBC868EB347,CLIENT_53_015,RED,AMBER,AMBER,AMBER,AMBER,2024-01-09,2024-01-15
eb2665740d2f31c3b83c6171e5ad6748b7f72636599facc72c4d88495e0f09dd,0134755F-D151-4197-8978-E34C0352C8D3,CLIENT_243_005,GREEN,GREEN,GREEN,GREEN,GREEN,2025-01-13,2025-01-19
01ea630f1b444c8d15308d91f09cc58e0b7e8bc5f368674cfc8922043269c9dd,010971CD-FC32-4903-8184-D73FDA035487,CLIENT_302_004,GREEN,GREEN,GREEN,RED,GREEN,2026-01-12,2026-01-18
49c1d4f0d8ef8d003acfa1570432b4ff473d214beb83f92d005c4336c65164ce,012C8456-8F55-40C7-842A-4FF1CA0BECDE,CLIENT_77_004,GREEN,GREEN,GREEN,AMBER,GREEN,2023-06-04,2023-06-10
169c3f12a1156dc4a4e38153fe63159cfde64797c841c2ea95825488b60e1ca0,013EE331-0A7F-4908-A9C1-074B6F291237,CLIENT_48_004,GREEN,GREEN,GREEN,GREEN,GREEN,2023-09-20,2023-09-26
11d760f9b9e0644d3294ff7ad736d81eff1e661cfd8b872b40898ba1435db52b,016FFBE8-1064-46A0-BB5D-E7DFCCCBAC14,CLIENT_164_005,AMBER,RED,AMBER,AMBER,AMBER,2025-10-01,2025-10-07
e927428b68172032d7a844f28e9114b0717a3a55cf0456f897a4cf867e41d43b,017E7F32-7420-45F6-ACA5-121BD233C80D,CLIENT_12_023,GREEN,GREEN,GREEN,AMBER,GREEN,2024-10-01,2024-10-07
dea71b0b5fcf9c976928d2df231d06643c7af259ad110e4cf8fb44782b1f45d7,01623A70-5134-4886-80D6-C8C69D6AB7C3,CLIENT_174_002,GREEN,GREEN,GREEN,GREEN,GREEN,2026-03-02,2026-03-08
c4377dbac0625a528ca63be705df92d212463a9368f6283e4c402de8074d6663,014E98DC-1D02-422B-957E-96712A888CD0,CLIENT_37_003,AMBER,AMBER,AMBER,AMBER,AMBER,2024-10-18,2024-10-24
d73346efd959b1360d17bc5930ac3e3276f5373efeef227579acef58a273b2b9,01510504-6151-4B23-873A-9D61C5395736,CLIENT_303_001,GREEN,AMBER,GREEN,AMBER,AMBER,2026-02-02,2026-02-08
4786b231457d8aa7f96a1a06a44121561b26630e10fe5a09ca4d6135a2d8e9f0,01A8FAF6-16E6-4655-A8B8-63B9AA1A170A,CLIENT_302_004,GREEN,GREEN,GREEN,GREEN,GREEN,2026-01-19,2026-01-25
b6e1e40f0266321e022a9495bc6753e09866d8275bd963d93848bbfe653294bf,01A9A163-724E-497F-83AC-C941300B5FBB,CLIENT_62_004,GREEN,GREEN,GREEN,GREEN,GREEN,2025-10-27,2025-11-02
08192c1ef5b3e54173387408ab28ee96afadfe5bbfc46fd404227de35d7c55f2,018CAAFA-A19B-4382-B754-2006043BD64A,CLIENT_120_026,GREEN,GREEN,GREEN,GREEN,GREEN,2025-10-01,2025-10-07
480f854a9db02f033571c1547e76a000e91914a7cf306a004269b03c8ec06b3e,0176BF27-7B96-4A0F-BE9E-35D11893188B,CLIENT_113_002,GREEN,GREEN,GREEN,GREEN,GREEN,2024-10-21,2024-10-27
5210eb3ab99287dcdd7829184617a3e3869d2cc1ba9bd9ab63af3218725d2d71,01BE27BC-AB5F-4073-889B-4AF80D9F2A1A,CLIENT_377_002,GREEN,GREEN,GREEN,GREEN,GREEN,2024-05-06,2024-05-12
ae26af07cd29db92e4ecfef4ff803b0801e1a357eba937e19c9478c3415648df,01D990EF-D1BD-4E38-8DBF-19C8A2470104,CLIENT_141_003,AMBER,AMBER,AMBER,AMBER,AMBER,2024-08-12,2024-08-18
074878885a5707e98b14927c879908a7c0197f5bac1cd38ed15a72a4b9b4c1d5,01F724DC-AA1F-40C2-80D5-9964B7F5B0DE,CLIENT_155_004,AMBER,AMBER,AMBER,AMBER,AMBER,2025-07-14,2025-07-20
1ef72bd6d23bd51c0dee383ed55e9553da95898adf52043734872934ff7eac3a,020511D2-3D16-4258-AD3B-1930153030E2,CLIENT_377_003,GREEN,GREEN,GREEN,GREEN,GREEN,2025-03-24,2025-03-30
395eb9396f5dcfaa0eea2c980a6a5cc1c805cf6c802c44d50b11ae8a8786dd45,0217B51E-D63D-4AFB-BFD8-5F8A593FC62E,CLIENT_329_002,GREEN,GREEN,AMBER,GREEN,GREEN,2024-06-09,2024-06-15
31f4af2855d1fa6d1f2f1949dc23060f13efa6708419aa5e4fac8d38df66b3ab,01EDBF5E-3734-4F0D-8E7A-7AE555DBC9DE,CLIENT_48_004,GREEN,GREEN,GREEN,AMBER,AMBER,2023-09-27,2023-10-03
78e1348b2e20f55c0e8c9314385e347517cb3f073c42c26c2f316feb75717d02,0215C9DE-864F-4014-8827-4583D18690C7,CLIENT_133_002,GREEN,AMBER,AMBER,GREEN,GREEN,2026-03-02,2026-03-08
0faacbd0eb33ed0d52bc81f2b132cb573482269de58fb931a23c0727cfc6da78,0217F2D9-8F8C-49A2-8623-8238418E645B,CLIENT_329_002,GREEN,GREEN,GREEN,GREEN,GREEN,2024-06-16,2024-06-22
5fb6b97524a32a3b603c676fdfde29aebf474a63bd765a2f851f7568915970d7,021CDD14-4649-479E-BBF2-02B80342B378,CLIENT_146_006,GREEN,RED,AMBER,AMBER,AMBER,2026-01-12,2026-01-18
f0cb34017566d624dd6c98a066c81f67bb384060bcec674738eb8dfc8eeb1e6d,022040B2-2794-43B8-A3DA-1BBBBC126C7A,CLIENT_36_003,GREEN,GREEN,GREEN,GREEN,GREEN,2025-12-08,2025-12-14
5eeefa64690ce410b2b5846bd11f7ea38dbc7b06c01e3b665cc42571cd3418d5,02261078-2A43-44BF-868F-D504A41B1AF9,CLIENT_100_002,GREEN,GREEN,GREEN,GREEN,GREEN,2025-06-23,2025-06-29
4c5ca97f75bde9eaa6a42adbc61d34c8bbdcf18b4bd08262fb32d43290a2ea96,023AE004-389D-4349-8D2B-F1E960E08F8B,CLIENT_182_003,GREEN,AMBER,GREEN,AMBER,GREEN,2024-01-15,2024-01-21
cdde26a19bb1faa7857d50f3b81bc898cb3a6ac8b22438076998e2a95d04b9f6,023DC75C-B669-4BD1-873E-97091ECA51A7,CLIENT_48_004,GREEN,GREEN,GREEN,AMBER,GREEN,2023-10-04,2023-10-10
bcf5dc9843bb748985344c54389a27ef1c54e918def37fb1267fa836eff06891,022DFBC3-4E36-425C-B72A-292B205AAC10,CLIENT_98_009,GREEN,GREEN,GREEN,AMBER,GREEN,2023-11-06,2023-11-12
bdcbc67890059d26dc43b3182543d0a5779530759f3bcf661b0c23e4c27a8fb2,0233C20C-BCAC-42E7-90FF-905FA17608B3,CLIENT_27_003,GREEN,GREEN,AMBER,AMBER,GREEN,2025-10-06,2025-10-12
56eb1de0cd5e8e0306c1a79701b2d5b42dcca0b5b46976648c274c06915d6c96,026BFD22-45D0-405C-AA62-3C980DE55395,CLIENT_168_003,AMBER,AMBER,GREEN,AMBER,GREEN,2025-01-06,2025-01-12
349fc64a63a67b85bd662f0083650c1cc5adfe9bda6aa89c21d8fa7dc00e738b,026D712A-59F6-4F9A-A3D9-23AA3BD711B8,CLIENT_80_004,GREEN,GREEN,GREEN,AMBER,GREEN,2024-03-10,2024-03-16
60cdcc6de718504531f33f59db4c20fe2c539af824aebac703719a088340ad9c,0275B95C-ECB3-49B4-BACE-654BE911EAC4,CLIENT_78_003,GREEN,GREEN,GREEN,GREEN,GREEN,2025-02-17,2025-02-23
e4d08d1cf591887d10f50d29bc298d21c6c44845c830b441bb454d8bb7370a29,028C882B-C69A-4EDE-8E46-0A3DAE96DCC3,CLIENT_281_003,GREEN,GREEN,GREEN,GREEN,GREEN,2025-02-17,2025-02-23
00be843e37de7427ce6129cce3c22aeb7c46173d6c15d3efa394fec59627e362,0290B4CD-2768-407B-AB8A-F5352837A292,CLIENT_138_002,GREEN,GREEN,GREEN,GREEN,GREEN,2026-03-23,2026-03-29
d85c9c6f5e08f3f4196fef9c2f123ce08045f7621584e4e1e06293b214c74959,02931E32-2BA4-4E44-9022-2B09A8B6B5C9,CLIENT_180_002,GREEN,GREEN,GREEN,AMBER,GREEN,2023-09-10,2023-09-16
59a276dfb626cb5eb3c8c2d3fbba4424c7f9bcd821a306a7142c83fd82cf9b96,02A98FC9-F927-44AF-A1A1-062185A610C2,CLIENT_284_001,AMBER,AMBER,GREEN,GREEN,GREEN,2026-02-16,2026-02-22
8f80ae57d327d4d16d8a8cd40e10207e6a352d5a5be48ac493b53c61cc707f8a,02854FC3-E761-44B2-81AF-E4C35A9FC099,CLIENT_75_004,GREEN,GREEN,GREEN,GREEN,AMBER,2026-03-02,2026-03-08
f7629b3e8d9728ebb95d7e1b7e1c1f0d5f46d350ce636fd28544a2786e677dd0,028E0E31-D5B1-4B46-8059-5B95A108E505,CLIENT_168_003,AMBER,AMBER,GREEN,AMBER,GREEN,2025-01-13,2025-01-19
3a4891a124982a6c08183bfca32d1b5d06ec5273ae4c9f0633a48e96baa7474b,02AF4B6D-5638-45A0-A292-73235EA4A4F7,CLIENT_183_002,AMBER,AMBER,AMBER,GREEN,AMBER,2025-11-10,2025-11-16
a627b4eb1c8c719afaea34df647ccd378983c5dd1c71dc6cb5adb68e1400a896,031D8E65-D333-46EC-BC29-F4EF5C6F5DD0,CLIENT_98_009,GREEN,GREEN,GREEN,AMBER,GREEN,2023-11-13,2023-11-19
fab3ca547ff3420fcc566da90b27fd434ab9606b56e674a137dcaedf5d475e66,02E57AD4-117B-49C2-AADB-654C4A5F5830,CLIENT_377_003,AMBER,RED,AMBER,RED,AMBER,2025-03-31,2025-04-06
a0470dc103ac406dafafe3506d25e3980e2da7745dad8f2c92db9606d91cc96f,02E5A1CD-77EA-44C2-A536-3F65835D428D,CLIENT_72_011,AMBER,AMBER,GREEN,GREEN,GREEN,2025-09-15,2025-09-21
e4bcee28f16e4245ed597a109a75d979b2563706251fcfd9e5a6e4bdda488b17,0304FD55-0E5F-4674-A97B-17EAB291B1A1,CLIENT_86_017,GREEN,GREEN,GREEN,GREEN,GREEN,2023-12-31,2024-01-06
5b2ea248fac593f3bc0487336323c9058cb8f56b7f2f234e9914a19a67c9d964,035BF025-FD73-4912-8143-62C406FD02D2,CLIENT_100_001,GREEN,AMBER,AMBER,GREEN,GREEN,2025-03-17,2025-03-23
321b7e72c76efd9a3ca8f7c32ca950cca07f60196b1b49707cebc1e272b7ccf4,03667EFB-5CA1-4707-BCD6-AEB2475E764B,CLIENT_149_004,GREEN,GREEN,GREEN,AMBER,GREEN,2024-04-08,2024-04-14
b112da9dc42e1eebc65f45907700564ecb24a1289d06aaadea28ae123fb011e0,035A43FE-B209-40FF-82DD-928D77F59F8B,CLIENT_220_002,GREEN,GREEN,GREEN,GREEN,GREEN,2022-05-16,2022-05-22
5b1944cf9ca99ec2a41e8604c9f57e9b7404d896e16a4898e2c499a10948b64b,03755D43-9AF1-42BA-B802-336DDFB7C273,CLIENT_146_005,GREEN,AMBER,GREEN,GREEN,GREEN,2026-01-12,2026-01-18
aa7d3dc942e7f550216372e8a5caefbe44efb6e0f7faba40ca8ffb7391e5bd70,03791F01-FE1A-42EC-A8E6-286C611E11B6,CLIENT_78_003,GREEN,AMBER,GREEN,GREEN,GREEN,2025-02-24,2025-03-02
bdd704d225802abeaa0551fe422218849d3de94fcb4b4503eed7c4acdb7f257f,038DF039-2469-4191-AF43-03445AB265AF,CLIENT_90_002,GREEN,AMBER,GREEN,GREEN,GREEN,2023-04-23,2023-04-29
28b5ddfd098afcba7f79acfb1faeab311587ac1ec6e8bf6f804c7ebaa0188ddb,03B274C1-85B5-42F6-9359-CD593513FD3C,CLIENT_348_002,AMBER,AMBER,AMBER,AMBER,AMBER,2025-03-17,2025-03-23
dc26392dde33ed754d111c5cd06291c7ff4cc62c058af6b69b66b4d30d5696ce,038E41BA-B702-418E-B8FD-2E1887ED6047,CLIENT_21_016,GREEN,GREEN,GREEN,GREEN,GREEN,2024-03-31,2024-04-06
ad5ae4fd81992970abe406c649b8ecaec98beeeffaf529ac1067425a0b50f345,0390D932-9A2A-4757-B2D1-3164F61FE218,CLIENT_252_002,GREEN,GREEN,GREEN,GREEN,GREEN,2025-09-15,2025-09-21
c45a2fb9561a5881777d3d11cdd52882179c55fd4a4eb837c904dfc451f3099b,03A73105-E8A9-4FF2-A591-9709D37DBFDA,CLIENT_10_011,GREEN,GREEN,GREEN,GREEN,GREEN,2025-11-24,2025-11-30
c836f1c5821175bf9c618bebda4e4bdab080e4b10791515938817b334681fc45,03D06D5C-E0AF-42F2-B4FD-5C181F80CE5E,CLIENT_20_030,GREEN,GREEN,GREEN,GREEN,GREEN,2023-08-07,2023-08-13
16e1f1429a724435c91538495ceb6bbfbbaa6eaf43eccc1c335884bc3bf64ccc,03E17F66-103E-498B-8753-D4B315A3FE92,CLIENT_363_002,AMBER,GREEN,AMBER,AMBER,GREEN,2024-08-22,2024-08-28
59b6059ad926615ae7c92eabc5b8b189bba04822520ed36218dabf2122c38a75,03F2BC98-24DF-4471-ABA8-9A531E65E8FB,CLIENT_80_007,GREEN,GREEN,GREEN,GREEN,GREEN,2024-08-12,2024-08-18
dfe7deedd5c0ecaebb7b1e991504c9981f120379b5b36bf8c899854101b92f7a,03F47521-E64F-4CB2-A78C-D43824542E39,CLIENT_36_004,AMBER,AMBER,GREEN,GREEN,AMBER,2026-02-16,2026-02-22
4e7187e57055d59f5ad7614edc0308f2a795f72f177244baa18fb278c587daa8,03E3F6F7-551B-48BA-99A4-51897FE1259A,CLIENT_77_004,AMBER,GREEN,GREEN,AMBER,GREEN,2023-06-11,2023-06-17
78513dec59eaf02dd87787051ac5a329083827efcbeb87dd63b288b02b641a79,03E5A7DD-CFC2-410B-9DD4-3A8B25349487,CLIENT_71_001,AMBER,AMBER,GREEN,GREEN,GREEN,2025-06-09,2025-06-15
ea7a7f20869fc269bb5d6d9dc6ee5e6371c35ba0f1bdfaff945071c1bf7f32fe,0454DB6C-35CB-4E86-A40A-48563AA83D02,CLIENT_208_002,GREEN,GREEN,AMBER,GREEN,GREEN,2023-11-20,2023-11-26
ea684a081f622a3fbc573026966746e69fbccb63dc028beed42a27e560c6d615,04560B5D-70B1-4C98-B06F-8CD1A92F7E69,CLIENT_229_002,GREEN,GREEN,GREEN,AMBER,GREEN,2023-02-01,2023-02-07
1f5777faeb85677e30432c75be957e3cb5b9507a8082a417f3d9e548a9cdeabd,04834877-1135-49AF-9B12-93FC2A4DD9E6,CLIENT_31_002,GREEN,AMBER,GREEN,GREEN,GREEN,2025-11-10,2025-11-16
5fca5aa6fa33a24db8dcda585a97abadcacce72a4d62eb05b123234bfa991373,048C3682-A3C0-4BE4-8B28-E7DB47174E3B,CLIENT_263_001,GREEN,GREEN,GREEN,AMBER,GREEN,2025-05-04,2025-05-10
79d26dc85fcbf108a4abd87fffb1c96658a50701ede5107d9f24240b9a1514f3,045DAD03-9F19-4B9D-8B7E-E05178A993B3,CLIENT_19_004,GREEN,GREEN,GREEN,AMBER,GREEN,2025-07-06,2025-07-12
de74e2c2e372b083d9cfe197af67e3d5c5cbce341908e763c8001c99e123610a,047C1B0C-BCD2-490C-9A3C-0A534C785671,CLIENT_180_002,AMBER,GREEN,GREEN,AMBER,GREEN,2023-09-17,2023-09-23
6d8355db9f51f5c0ae680022cfa30ae37cf6b2b05e13d47b38c1b809ccc29498,048D3AFB-8F45-4A2B-A27C-A20FE9AF8526,CLIENT_223_002,GREEN,GREEN,GREEN,GREEN,GREEN,2024-05-01,2024-05-07
fce172b9e1aab1225fb0dc1230d7c9fff3fd1901f9dd07741f3aabfc2977288d,0494ED1B-544C-45D0-8638-ED69AB301177,CLIENT_78_003,GREEN,GREEN,GREEN,GREEN,GREEN,2025-03-03,2025-03-09
6ceb01d89f351bc63dd380167c58472decf94350f5b7c9f1737ebf90d0f490d0,04DB051C-9B8D-4FCC-A8D3-433FD383B24B,CLIENT_348_004,GREEN,GREEN,GREEN,GREEN,GREEN,2025-11-10,2025-11-16
574f8fb514798772ac9eeac09348e55b6ab479d1d5a24a99eecf35ed830e547e,047BBF6E-684C-4A36-93DE-21A42A753659,CLIENT_281_003,GREEN,GREEN,GREEN,AMBER,GREEN,2025-02-24,2025-03-02
b6102c02aa3f1e05d2e44cf66154f196856cc2fa6eef8160133330acd0b57995,048016FB-F047-4120-82BE-3063CD1F1D62,CLIENT_86_017,GREEN,GREEN,GREEN,GREEN,GREEN,2024-01-07,2024-01-13
22f363f3a9ed0d0e7ffb3d6e9c42e702337d0cb7adf0d2ef5243478da13ed8a1,04895221-4BF8-4C5F-A70A-2313B30FBBF1,CLIENT_302_003,AMBER,GREEN,GREEN,GREEN,GREEN,2026-02-02,2026-02-08
325a3d141452e27070e8a3d56d9e38c22790ec28c94b566822bf721d4a7a315e,04D9C816-66FB-4E60-BF52-5B2BB30FD8CC,CLIENT_201_005,GREEN,GREEN,GREEN,GREEN,GREEN,2025-01-08,2025-01-14
903a6ab2cffd0a6c4469691d0b1a4ed89e3e97ae212d58cc6a3e830e09fd0d71,04E5BB1D-E32F-46F6-95EE-F19FDC258C41,CLIENT_120_016,GREEN,GREEN,GREEN,AMBER,GREEN,2024-04-08,2024-04-14
897457f2ee4a47f34c205f6fb486e3f657ed4853bcea27b410a8728d60d8483d,04B10409-785E-4154-861A-A57FD4A8021C,CLIENT_190_001,GREEN,GREEN,GREEN,GREEN,GREEN,2026-03-09,2026-03-15
68ebeffc2f0c9990f683334187a61e994f6acc4e98b2cd0826205e342603effe,04BF33BD-44FB-4BC7-8A0A-7A0984FDEFC8,CLIENT_268_005,AMBER,GREEN,AMBER,GREEN,GREEN,2025-12-08,2025-12-14
db7d9482a2f734475879745b70df11e01902654e6a788a45486e3e2e34712750,052F9C25-5C14-47D6-A54D-8007B12C0F84,CLIENT_157_002,GREEN,GREEN,GREEN,GREEN,GREEN,2026-03-16,2026-03-22
0aa16b147ba0177d6d3c2f1a8d70e93cc0da4e9da3e304d237826931f863c5bf,05055E95-5447-4703-BB15-B76A04D89BAD,CLIENT_57_007,AMBER,RED,AMBER,AMBER,AMBER,2023-11-16,2023-11-22
a64de59fbfc27f633260e50a5f40e52916bd4342c45e83216138e45d6afc49b4,04D6CC76-D554-4F02-A4B4-8DEA1710D4D0,CLIENT_141_001,GREEN,GREEN,GREEN,GREEN,GREEN,2024-03-04,2024-03-10
8b871f8d8856af37d1daf6a920e98e234577c7c13ff16915b341098001393e9c,053FFDE2-9F6A-40DB-ACE4-BCEABAF9EAE6,CLIENT_201_005,GREEN,GREEN,GREEN,GREEN,GREEN,2025-01-15,2025-01-21
3e930fb85c760c9f6fe4ddf05b2d59aa5db923a4b7a7b79e01f0a064b59cc44b,054B3D08-44A8-4CDE-8535-A801C8B5BA36,CLIENT_75_004,GREEN,GREEN,GREEN,GREEN,GREEN,2026-03-09,2026-03-15
3e645934c013f479bf0d742f5e60bfd86fba0cc2b0f60e389cc5dee0955cdfd5,054A8DFE-7D60-4CB5-98A9-BDED16814814,CLIENT_19_005,GREEN,GREEN,GREEN,GREEN,GREEN,2025-07-14,2025-07-20
ab57fb71bca93dbaf80ac20a75dfb95b6bae6768bebd658c76465c428703549f,054C472B-6214-46EB-A616-ADC8E0B1DFD7,CLIENT_252_002,GREEN,GREEN,GREEN,GREEN,GREEN,2025-09-22,2025-09-28
2171f7161821a262dac8c17d98f4a3e9b2ad2911de9904f974dc3efce128a914,054E153F-9A82-4650-8031-0F76CE52CC14,CLIENT_20_017,GREEN,GREEN,GREEN,GREEN,GREEN,2023-02-02,2023-02-08
c3dd45bfe1735878596c96ee3fc5e149af478371589d46c7d70b9b4de17f6dbd,0553DD8A-83E2-4E2E-8423-077C6C3E9757,CLIENT_146_004,AMBER,RED,AMBER,AMBER,GREEN,2025-08-18,2025-08-24
3968ee7fd74493876cd49ccd88c9ba0d2757cb421b0f3f3f69a6de2837c94d18,050C847A-87D2-49E4-ACE6-6A9899B5618E,CLIENT_23_015,AMBER,AMBER,GREEN,AMBER,AMBER,2025-10-01,2025-10-07
