pulse_surrogate_key,employee_id,manager_id,project_id,week_start_date,week_end_date,hours_logged_that_week,q1_inspired_motivated,q2_valued_supported,q3_feedback_growth,q4_cdm_guidance,q5_workload_sustainable,progress_pct,status,submitted_on,created_at,updated_at,data_loaded_at
6f8c5ef7305f40b7965da1f9768ec11e,EMP10,EMP46,CLIENT_231_002,20-04-2026,26-04-2026,42.0,3,1,3,3,4,100,SUBMITTED,27-04-2026,27-04-2026,27-04-2026,27-04-2026
2314041f64f64542a4c01e766853ebc8,EMP10,EMP418,CLIENT_231_002,27-04-2026,03-05-2026,40.0,3,3,3,1,4,100,SUBMITTED,06-05-2026,06-05-2026,06-05-2026,06-05-2026
81199153e85b431cad056345e5c1b87a,EMP10,EMP418,CLIENT_231_002,04-05-2026,10-05-2026,40.8,3,4,4,3,3,100,SUBMITTED,11-05-2026,11-05-2026,11-05-2026,11-05-2026
b7c904c88d05427daa3802d5fe0a6ccd,EMP10,EMP418,CLIENT_231_002,11-05-2026,17-05-2026,41.8,4,3,3,4,3,100,SUBMITTED,20-05-2026,20-05-2026,20-05-2026,20-05-2026
2038af0c4dbe42118eacd03b436c0551,EMP10,EMP46,CLIENT_127_006,18-05-2026,24-05-2026,40.0,4,1,2,2,3,100,SUBMITTED,25-05-2026,25-05-2026,25-05-2026,25-05-2026
6b2f179f315c4a3f8e095b73ddeebfbb,EMP10,EMP46,CLIENT_127_006,01-06-2026,07-06-2026,8.0,3,3,3,1,2,100,SUBMITTED,10-06-2026,10-06-2026,10-06-2026,10-06-2026
4a1e9b2ff8cb43d39f0df19158e0ad51,EMP100,EMP667,CLIENT_133_002,01-06-2026,07-06-2026,40.3,4,3,4,3,2,100,SUBMITTED,08-06-2026,08-06-2026,08-06-2026,08-06-2026
4b1a7cdcd50b4d2d9a518c06d45edd08,EMP100,EMP667,CLIENT_133_002,08-06-2026,14-06-2026,32.0,4,2,3,4,4,100,SUBMITTED,15-06-2026,15-06-2026,15-06-2026,15-06-2026
41e00c5cfcfb4c7aa1df6491ee2ae1a2,EMP1000,EMP244,CLIENT_235_002,29-12-2025,04-01-2026,16.0,2,4,3,4,3,100,SUBMITTED,05-01-2026,05-01-2026,05-01-2026,05-01-2026
8dd3c5e9f5a2476282f1c195e9dfaadc,EMP1000,EMP244,CLIENT_235_002,05-01-2026,11-01-2026,46.0,4,3,3,4,2,100,SUBMITTED,14-01-2026,14-01-2026,14-01-2026,14-01-2026
6e404ff4483a44e485f23960a3587181,EMP1000,EMP244,CLIENT_235_002,12-01-2026,18-01-2026,43.5,1,4,3,2,3,100,SUBMITTED,19-01-2026,19-01-2026,19-01-2026,19-01-2026
f0d8f24225ec4b48909f8f90eadafb88,EMP1000,EMP244,CLIENT_235_002,19-01-2026,25-01-2026,46.5,4,2,1,3,2,100,SUBMITTED,28-01-2026,28-01-2026,28-01-2026,28-01-2026
c7d8e121178c43f5b67fac60704f6cfe,EMP1000,EMP244,CLIENT_235_002,26-01-2026,01-02-2026,51.0,3,3,4,3,1,100,SUBMITTED,02-02-2026,02-02-2026,02-02-2026,02-02-2026
0741603e4b824839966cde8c6b2079b5,EMP1000,EMP244,CLIENT_235_002,02-02-2026,08-02-2026,48.5,1,4,4,4,2,100,SUBMITTED,10-02-2026,10-02-2026,10-02-2026,10-02-2026
2b193322743c416a991edb2b3d81651d,EMP1000,EMP244,CLIENT_235_002,09-02-2026,15-02-2026,52.75,1,2,1,4,4,100,SUBMITTED,16-02-2026,16-02-2026,16-02-2026,16-02-2026
a9daab2f703c4e0bb9b576f7f2c65b59,EMP1000,EMP244,CLIENT_235_002,16-02-2026,22-02-2026,59.0,2,4,2,3,1,100,SUBMITTED,25-02-2026,25-02-2026,25-02-2026,25-02-2026
3da423929d2f42a9872754230a82c8c2,EMP1000,EMP244,CLIENT_235_002,23-02-2026,01-03-2026,52.75,2,2,4,2,4,100,SUBMITTED,02-03-2026,02-03-2026,02-03-2026,02-03-2026
22ecbcfd55cb4912b58289d90b63902f,EMP1000,EMP244,CLIENT_235_002,02-03-2026,08-03-2026,52.25,2,4,2,3,3,100,SUBMITTED,09-03-2026,09-03-2026,09-03-2026,09-03-2026
455ed3ff608c44a2aa3db44e28a580a8,EMP1000,EMP357,CLIENT_235_002,09-03-2026,15-03-2026,56.2,4,3,3,3,4,100,SUBMITTED,17-03-2026,17-03-2026,17-03-2026,17-03-2026
c5f5fd7657e2470ea21026aa4536bb47,EMP1000,EMP244,CLIENT_235_002,16-03-2026,22-03-2026,44.75,3,3,3,2,3,100,SUBMITTED,23-03-2026,23-03-2026,23-03-2026,23-03-2026
d1c0ddcf2c6c44bd9915579ef6c59e1f,EMP1000,EMP244,CLIENT_235_002,23-03-2026,29-03-2026,55.5,4,1,4,1,4,100,SUBMITTED,30-03-2026,30-03-2026,30-03-2026,30-03-2026
4d1491f618674a08820a8c5dc06ea5fa,EMP1000,EMP244,CLIENT_235_002,30-03-2026,05-04-2026,44.0,3,3,2,3,1,100,SUBMITTED,06-04-2026,06-04-2026,06-04-2026,06-04-2026
adb231b349a74478b02027884a772bf9,EMP1000,EMP244,CLIENT_322_001,06-04-2026,12-04-2026,51.0,3,3,4,2,4,100,SUBMITTED,15-04-2026,15-04-2026,15-04-2026,15-04-2026
e221284b7b914001b24c4ca38574c4e1,EMP1000,EMP791,CLIENT_322_001,13-04-2026,19-04-2026,44.0,3,1,2,4,3,100,SUBMITTED,22-04-2026,22-04-2026,22-04-2026,22-04-2026
d62fe8307f684531abe819a1818f7aa0,EMP1000,EMP1000,CLIENT_322_001,20-04-2026,26-04-2026,43.0,1,3,3,4,1,100,SUBMITTED,29-04-2026,29-04-2026,29-04-2026,29-04-2026
178a1bb5891644c3b16979b4c8359a22,EMP1000,EMP1000,CLIENT_322_001,27-04-2026,03-05-2026,52.0,3,3,3,3,4,100,SUBMITTED,05-05-2026,05-05-2026,05-05-2026,05-05-2026
abb30bb1ebc2486da36e094f0a1bdeac,EMP1000,EMP1000,CLIENT_322_001,04-05-2026,10-05-2026,48.5,3,3,2,4,3,100,SUBMITTED,12-05-2026,12-05-2026,12-05-2026,12-05-2026
cd7dbf6c7e3940dfb036caca9ae175c1,EMP1000,EMP1000,CLIENT_322_001,11-05-2026,17-05-2026,49.0,3,4,3,3,3,100,SUBMITTED,20-05-2026,20-05-2026,20-05-2026,20-05-2026
e67110acc6d24fc5a58daabddbeebf89,EMP1000,EMP1000,CLIENT_322_001,18-05-2026,24-05-2026,40.0,3,3,3,3,2,100,SUBMITTED,27-05-2026,27-05-2026,27-05-2026,27-05-2026
44894d90101e4e62b390cefcd379e613,EMP1000,EMP1000,CLIENT_322_001,25-05-2026,31-05-2026,44.0,4,4,3,3,3,100,SUBMITTED,01-06-2026,01-06-2026,01-06-2026,01-06-2026
90aefdca87ab4c968e74212b018fff05,EMP1000,EMP815,CLIENT_127_003,01-06-2026,07-06-2026,6.0,3,4,4,4,4,100,SUBMITTED,09-06-2026,09-06-2026,09-06-2026,09-06-2026
18b0e297e24f4c41b7ea630640600246,EMP1000,EMP1000,CLIENT_235_003,08-06-2026,14-06-2026,41.0,3,2,3,1,3,100,SUBMITTED,17-06-2026,17-06-2026,17-06-2026,17-06-2026
2a5691c1052542e6ae2b1b58743d5895,EMP1001,EMP425,CLIENT_56_003,29-12-2025,04-01-2026,16.0,2,3,3,2,4,100,SUBMITTED,05-01-2026,05-01-2026,05-01-2026,05-01-2026
8da75173332343a7b35a4023931011ae,EMP1001,EMP425,CLIENT_56_003,05-01-2026,11-01-2026,40.0,2,3,2,2,3,100,SUBMITTED,14-01-2026,14-01-2026,14-01-2026,14-01-2026
6ded4c289ed348de9e879e9b6e51142d,EMP1001,EMP425,CLIENT_56_003,12-01-2026,18-01-2026,40.0,3,1,3,2,2,100,SUBMITTED,21-01-2026,21-01-2026,21-01-2026,21-01-2026
42e34f49e43c454db7c3eafa64ffee48,EMP1001,EMP425,CLIENT_56_003,19-01-2026,25-01-2026,40.0,2,1,1,2,2,100,SUBMITTED,28-01-2026,28-01-2026,28-01-2026,28-01-2026
9675ba9b89f84f87a7f8ea9af77e1866,EMP1001,EMP46,CLIENT_56_003,26-01-2026,01-02-2026,40.0,3,1,3,4,1,100,SUBMITTED,03-02-2026,03-02-2026,03-02-2026,03-02-2026
61280493905742da9dc6f89b2f10fa2d,EMP1001,EMP425,CLIENT_56_003,02-02-2026,08-02-2026,40.0,3,3,2,2,3,100,SUBMITTED,11-02-2026,11-02-2026,11-02-2026,11-02-2026
88710e4541574185a4402924c5c519ea,EMP1001,EMP529,CLIENT_146_006,09-02-2026,15-02-2026,40.0,3,3,2,3,3,100,SUBMITTED,18-02-2026,18-02-2026,18-02-2026,18-02-2026
6a7bc2c7d10448f69c9adaf99d0a7458,EMP1001,EMP529,CLIENT_146_006,16-02-2026,22-02-2026,40.0,4,4,3,4,3,100,SUBMITTED,24-02-2026,24-02-2026,24-02-2026,24-02-2026
fbfd3d89e17b4b54b60abebaaa95ddf6,EMP1001,EMP529,CLIENT_146_006,23-02-2026,01-03-2026,40.0,3,3,3,3,3,100,SUBMITTED,04-03-2026,04-03-2026,04-03-2026,04-03-2026
2936f06dbfd348f2987217698fc89666,EMP1001,EMP529,CLIENT_146_006,02-03-2026,08-03-2026,40.0,1,4,1,3,3,100,SUBMITTED,10-03-2026,10-03-2026,10-03-2026,10-03-2026
14d0ddef1b524d25800c9f9390371690,EMP1001,EMP529,CLIENT_146_006,09-03-2026,15-03-2026,40.0,3,3,1,1,3,100,SUBMITTED,18-03-2026,18-03-2026,18-03-2026,18-03-2026
ae4c22df31aa42eab9001eaa9457f686,EMP1001,EMP46,CLIENT_127_006,16-03-2026,22-03-2026,40.0,3,2,3,3,3,100,SUBMITTED,23-03-2026,23-03-2026,23-03-2026,23-03-2026
824ae8abeffe4499939585fc3c741a3a,EMP1001,EMP815,CLIENT_127_003,23-03-2026,29-03-2026,40.0,3,2,2,2,1,100,SUBMITTED,30-03-2026,30-03-2026,30-03-2026,30-03-2026
985ac98628c243108fffa507fdbc9952,EMP1001,EMP815,CLIENT_127_003,30-03-2026,05-04-2026,40.0,1,3,1,3,2,100,SUBMITTED,06-04-2026,06-04-2026,06-04-2026,06-04-2026
b7f0031c950d4302869828ba34f25e5a,EMP1001,EMP529,CLIENT_146_006,06-04-2026,12-04-2026,40.0,2,4,3,4,3,100,SUBMITTED,13-04-2026,13-04-2026,13-04-2026,13-04-2026
db7eb4e752814ad3a5ff4cc5dbc479b3,EMP1001,EMP46,CLIENT_127_006,13-04-2026,19-04-2026,40.0,3,3,1,3,1,100,SUBMITTED,21-04-2026,21-04-2026,21-04-2026,21-04-2026
7cc5b877268844acb43bb58a9748853c,EMP1001,EMP46,CLIENT_127_006,20-04-2026,26-04-2026,40.0,3,4,4,3,1,100,SUBMITTED,28-04-2026,28-04-2026,28-04-2026,28-04-2026
5eda300307e04abd995300e02c1125e1,EMP1001,EMP815,CLIENT_127_003,27-04-2026,03-05-2026,40.0,3,4,1,4,4,100,SUBMITTED,04-05-2026,04-05-2026,04-05-2026,04-05-2026
39feefd35395422ea8c0a1f43daa38f4,EMP1001,EMP569,CLIENT_412_001,04-05-2026,10-05-2026,40.0,4,4,4,4,2,100,SUBMITTED,13-05-2026,13-05-2026,13-05-2026,13-05-2026
cae36acf8b1641d6965f7ac207553d62,EMP1001,EMP569,CLIENT_412_001,11-05-2026,17-05-2026,40.0,1,3,3,3,2,100,SUBMITTED,20-05-2026,20-05-2026,20-05-2026,20-05-2026
c8de38b11b1e4093b7e6a45e55367528,EMP1001,EMP569,CLIENT_412_001,18-05-2026,24-05-2026,40.0,2,2,4,3,3,100,SUBMITTED,26-05-2026,26-05-2026,26-05-2026,26-05-2026
7010ad54a9cc402cb44142c28b053755,EMP1001,EMP569,CLIENT_412_001,25-05-2026,31-05-2026,42.0,3,1,3,1,4,100,SUBMITTED,03-06-2026,03-06-2026,03-06-2026,03-06-2026
c0fdb8953fc94a2c8db29117f94a9b21,EMP1001,EMP98,CLIENT_286_004,01-06-2026,07-06-2026,40.0,2,2,4,2,1,100,SUBMITTED,10-06-2026,10-06-2026,10-06-2026,10-06-2026
8308eca9829147b3bc49f352b10e3231,EMP1001,EMP98,CLIENT_286_004,08-06-2026,14-06-2026,44.5,2,2,3,4,3,100,SUBMITTED,17-06-2026,17-06-2026,17-06-2026,17-06-2026
281d9421104c44a7b7a5397ba1feb95b,EMP1001,EMP98,CLIENT_286_004,15-06-2026,21-06-2026,7.5,3,3,3,1,1,100,SUBMITTED,22-06-2026,22-06-2026,22-06-2026,22-06-2026
d9fc70dba5a34a7aa644d8a99e05c831,EMP1003,EMP301,CLIENT_127_001,02-02-2026,08-02-2026,32.0,4,4,3,3,4,100,SUBMITTED,09-02-2026,09-02-2026,09-02-2026,09-02-2026
14dd19b96b0d4363b42150046ebf5fa3,EMP1003,EMP301,CLIENT_127_001,09-02-2026,15-02-2026,40.0,3,2,4,3,3,100,SUBMITTED,17-02-2026,17-02-2026,17-02-2026,17-02-2026
45feed6114084244860d93909fd613a2,EMP1003,EMP668,CLIENT_127_008,16-02-2026,22-02-2026,40.0,3,3,3,4,4,100,SUBMITTED,23-02-2026,23-02-2026,23-02-2026,23-02-2026
3a4093046dd1487abdc87310d6e5c85b,EMP1003,EMP815,CLIENT_127_008,23-02-2026,01-03-2026,40.0,4,3,3,3,3,100,SUBMITTED,03-03-2026,03-03-2026,03-03-2026,03-03-2026
44e7ff156fd84ecaa3b904652d6b1f9b,EMP1003,EMP668,CLIENT_127_008,02-03-2026,08-03-2026,41.0,4,3,4,4,3,100,SUBMITTED,10-03-2026,10-03-2026,10-03-2026,10-03-2026
52609469aa64458ebabde0e096982b20,EMP1003,EMP668,CLIENT_414_,09-03-2026,15-03-2026,42.0,4,3,3,3,3,100,SUBMITTED,16-03-2026,16-03-2026,16-03-2026,16-03-2026
f223822e7109451ca5d1fbd7850828dc,EMP1003,EMP668,CLIENT_127_008,16-03-2026,22-03-2026,40.0,4,3,3,3,3,100,SUBMITTED,25-03-2026,25-03-2026,25-03-2026,25-03-2026
d0d08213911947618870a08d8c9f14ea,EMP1003,EMP1003,CLIENT_136_002,23-03-2026,29-03-2026,42.0,3,3,4,4,4,100,SUBMITTED,30-03-2026,30-03-2026,30-03-2026,30-03-2026
91b30d7c1c4847598ca3d9bb60860418,EMP1003,EMP668,CLIENT_127_008,30-03-2026,05-04-2026,40.0,4,3,3,3,4,100,SUBMITTED,08-04-2026,08-04-2026,08-04-2026,08-04-2026
c4a5d026fff24f8597df44cd2ebe7dd0,EMP1003,EMP668,CLIENT_127_008,06-04-2026,12-04-2026,40.0,3,4,3,4,4,100,SUBMITTED,15-04-2026,15-04-2026,15-04-2026,15-04-2026
c0a3b2ad332041a5a9fb2180f6954132,EMP1003,EMP704,CLIENT_127_008,13-04-2026,19-04-2026,34.0,4,4,3,3,4,100,SUBMITTED,20-04-2026,20-04-2026,20-04-2026,20-04-2026
63c537b7cbff4e7c816e135a4691cb00,EMP1003,EMP704,CLIENT_127_008,20-04-2026,26-04-2026,36.0,3,4,3,3,3,100,SUBMITTED,27-04-2026,27-04-2026,27-04-2026,27-04-2026
7b1bd48c65cc4b90b1df347c2dcfaeeb,EMP1003,EMP46,CLIENT_127_006,27-04-2026,03-05-2026,27.0,3,4,4,4,3,100,SUBMITTED,04-05-2026,04-05-2026,04-05-2026,04-05-2026
72e49364a4f24da3819efb1f702dc139,EMP1003,EMP46,CLIENT_127_006,04-05-2026,10-05-2026,24.0,4,2,3,3,4,100,SUBMITTED,12-05-2026,12-05-2026,12-05-2026,12-05-2026
0a142286f94a47b89eeae63396d1c53f,EMP1003,EMP44,CLIENT_127_004,11-05-2026,17-05-2026,6.0,4,4,4,3,4,100,SUBMITTED,18-05-2026,18-05-2026,18-05-2026,18-05-2026
5f9766fbe68c4f92a86b534bac7fcfb1,EMP1003,EMP704,CLIENT_414_,18-05-2026,24-05-2026,8.0,4,3,4,4,3,100,SUBMITTED,27-05-2026,27-05-2026,27-05-2026,27-05-2026
062faac2bc134a58b2fe333ee2c7122c,EMP1003,EMP704,CLIENT_127_008,25-05-2026,31-05-2026,10.5,3,4,4,3,4,100,SUBMITTED,01-06-2026,01-06-2026,01-06-2026,01-06-2026
b8ea4c0e8e3f452bb19d01fabc7ac302,EMP1003,EMP704,CLIENT_127_008,01-06-2026,07-06-2026,13.0,4,3,3,3,4,100,SUBMITTED,10-06-2026,10-06-2026,10-06-2026,10-06-2026
7dc1fec653ce416fa5592e790dff1af7,EMP1003,EMP704,CLIENT_127_008,08-06-2026,14-06-2026,12.0,4,3,4,3,4,100,SUBMITTED,17-06-2026,17-06-2026,17-06-2026,17-06-2026
01adde45c5ef4b9f9e84fee5146cd3bd,EMP1006,EMP803,CLIENT_252_002,29-12-2025,04-01-2026,16.0,3,3,2,1,4,100,SUBMITTED,05-01-2026,05-01-2026,05-01-2026,05-01-2026
6fe10a84d5a949838dc8ba5b947809fb,EMP1006,EMP803,CLIENT_252_002,05-01-2026,11-01-2026,40.0,3,4,4,3,4,100,SUBMITTED,13-01-2026,13-01-2026,13-01-2026,13-01-2026
5584a5dcc62e4870b942ef4d44ec8bd6,EMP1006,EMP46,CLIENT_127_006,12-01-2026,18-01-2026,40.0,3,3,3,4,2,100,SUBMITTED,21-01-2026,21-01-2026,21-01-2026,21-01-2026
a7b892959812406aadf43cb3eb180087,EMP1006,EMP803,CLIENT_252_002,19-01-2026,25-01-2026,41.0,1,4,4,3,2,100,SUBMITTED,28-01-2026,28-01-2026,28-01-2026,28-01-2026
480fe3fe5a234921996e06ad0f95fb12,EMP1006,EMP803,CLIENT_252_002,26-01-2026,01-02-2026,50.0,3,1,3,3,3,100,SUBMITTED,03-02-2026,03-02-2026,03-02-2026,03-02-2026
715b872fef6043c89647d36af962e097,EMP1006,EMP244,CLIENT_447_001,02-02-2026,08-02-2026,45.0,2,4,4,3,2,100,SUBMITTED,11-02-2026,11-02-2026,11-02-2026,11-02-2026
c8c94cbd2a0c49c59f961ac8f9109df9,EMP1006,EMP244,CLIENT_447_001,09-02-2026,15-02-2026,50.5,1,3,3,3,3,100,SUBMITTED,17-02-2026,17-02-2026,17-02-2026,17-02-2026
1ced15abdfb34d67b61def12b418f2d3,EMP1006,EMP244,CLIENT_447_001,16-02-2026,22-02-2026,50.0,3,3,4,4,3,100,SUBMITTED,24-02-2026,24-02-2026,24-02-2026,24-02-2026
e639014d2a634e568d7096f73eeeef55,EMP1006,EMP762,CLIENT_279_004,23-02-2026,01-03-2026,40.0,3,4,4,2,1,100,SUBMITTED,04-03-2026,04-03-2026,04-03-2026,04-03-2026
