employee_id,resignation_date,notice_start_date,month,months_into_notice,role,coe,location,pulse_score_current_month,pulse_score_3mo_before_notice
SYN_EMP_0046,2024-12-03,2024-09-03,2024-09-01,1,Software Engineer,full_stack,uk,3.01,3.26
SYN_EMP_0046,2024-12-03,2024-09-03,2024-10-01,2,Software Engineer,full_stack,uk,2.76,3.26
SYN_EMP_0046,2024-12-03,2024-09-03,2024-11-01,3,Software Engineer,full_stack,uk,2.51,3.26
SYN_EMP_0047,2024-12-11,2024-09-11,2024-09-01,1,Solutions Enabler,bi_reporting,chennai,2.37,2.59
SYN_EMP_0047,2024-12-11,2024-09-11,2024-10-01,2,Solutions Enabler,bi_reporting,chennai,2.15,2.59
SYN_EMP_0047,2024-12-11,2024-09-11,2024-11-01,3,Solutions Enabler,bi_reporting,chennai,1.93,2.59
SYN_EMP_0048,2024-12-14,2024-09-14,2024-09-01,1,Software Engineer,bi_reporting,uk,3.25,3.46
SYN_EMP_0048,2024-12-14,2024-09-14,2024-10-01,2,Software Engineer,bi_reporting,uk,3.03,3.46
SYN_EMP_0048,2024-12-14,2024-09-14,2024-11-01,3,Software Engineer,bi_reporting,uk,2.81,3.46
SYN_EMP_0049,2025-01-19,2024-10-19,2024-10-01,1,Senior Associate Consultant,data_engineering,chennai,2.9,3.01
SYN_EMP_0049,2025-01-19,2024-10-19,2024-11-01,2,Senior Associate Consultant,data_engineering,chennai,2.78,3.01
SYN_EMP_0049,2025-01-19,2024-10-19,2024-12-01,3,Senior Associate Consultant,data_engineering,chennai,2.66,3.01
SYN_EMP_0050,2025-01-23,2024-10-23,2024-10-01,1,Trainee Software Engineer,ai_ml,chennai,2.84,3.07
SYN_EMP_0050,2025-01-23,2024-10-23,2024-11-01,2,Trainee Software Engineer,ai_ml,chennai,2.61,3.07
SYN_EMP_0050,2025-01-23,2024-10-23,2024-12-01,3,Trainee Software Engineer,ai_ml,chennai,2.37,3.07
SYN_EMP_0051,2025-01-11,2024-10-11,2024-10-01,1,Senior Associate Consultant,techops,uk,3.1,3.22
SYN_EMP_0051,2025-01-11,2024-10-11,2024-11-01,2,Senior Associate Consultant,techops,uk,2.98,3.22
SYN_EMP_0051,2025-01-11,2024-10-11,2024-12-01,3,Senior Associate Consultant,techops,uk,2.85,3.22
SYN_EMP_0052,2025-01-11,2024-10-11,2024-10-01,1,Trainee Software Engineer,bi_reporting,uk,2.75,2.9
SYN_EMP_0052,2025-01-11,2024-10-11,2024-11-01,2,Trainee Software Engineer,bi_reporting,uk,2.6,2.9
SYN_EMP_0052,2025-01-11,2024-10-11,2024-12-01,3,Trainee Software Engineer,bi_reporting,uk,2.44,2.9
SYN_EMP_0053,2025-01-01,2024-10-01,2024-10-01,1,Solutions Consultant,ai_ml,chennai,2.91,3.01
SYN_EMP_0053,2025-01-01,2024-10-01,2024-11-01,2,Solutions Consultant,ai_ml,chennai,2.81,3.01
SYN_EMP_0053,2025-01-01,2024-10-01,2024-12-01,3,Solutions Consultant,ai_ml,chennai,2.71,3.01
SYN_EMP_0054,2025-01-11,2024-10-11,2024-10-01,1,Trainee Software Engineer,ai_ml,usa,2.51,2.79
SYN_EMP_0054,2025-01-11,2024-10-11,2024-11-01,2,Trainee Software Engineer,ai_ml,usa,2.23,2.79
SYN_EMP_0054,2025-01-11,2024-10-11,2024-12-01,3,Trainee Software Engineer,ai_ml,usa,1.95,2.79
SYN_EMP_0055,2025-01-01,2024-10-01,2024-10-01,1,Trainee Software Engineer,bi_reporting,usa,2.89,3.12
SYN_EMP_0055,2025-01-01,2024-10-01,2024-11-01,2,Trainee Software Engineer,bi_reporting,usa,2.66,3.12
SYN_EMP_0055,2025-01-01,2024-10-01,2024-12-01,3,Trainee Software Engineer,bi_reporting,usa,2.42,3.12
SYN_EMP_0056,2025-02-25,2024-11-25,2024-11-01,1,Software Engineer,full_stack,chennai,2.67,2.87
SYN_EMP_0056,2025-02-25,2024-11-25,2024-12-01,2,Software Engineer,full_stack,chennai,2.47,2.87
SYN_EMP_0056,2025-02-25,2024-11-25,2025-01-01,3,Software Engineer,full_stack,chennai,2.27,2.87
SYN_EMP_0057,2025-02-08,2024-11-08,2024-11-01,1,Solutions Consultant,data_engineering,chennai,2.8,2.98
SYN_EMP_0057,2025-02-08,2024-11-08,2024-12-01,2,Solutions Consultant,data_engineering,chennai,2.61,2.98
SYN_EMP_0057,2025-02-08,2024-11-08,2025-01-01,3,Solutions Consultant,data_engineering,chennai,2.43,2.98
SYN_EMP_0058,2025-02-21,2024-11-21,2024-11-01,1,Senior Software Engineer,bi_reporting,chennai,2.77,2.93
SYN_EMP_0058,2025-02-21,2024-11-21,2024-12-01,2,Senior Software Engineer,bi_reporting,chennai,2.62,2.93
SYN_EMP_0058,2025-02-21,2024-11-21,2025-01-01,3,Senior Software Engineer,bi_reporting,chennai,2.46,2.93
SYN_EMP_0059,2025-02-23,2024-11-23,2024-11-01,1,Software Engineer,ai_ml,chennai,2.45,2.61
SYN_EMP_0059,2025-02-23,2024-11-23,2024-12-01,2,Software Engineer,ai_ml,chennai,2.29,2.61
SYN_EMP_0059,2025-02-23,2024-11-23,2025-01-01,3,Software Engineer,ai_ml,chennai,2.12,2.61
SYN_EMP_0060,2025-02-06,2024-11-06,2024-11-01,1,Trainee Software Engineer,ai_ml,chennai,2.62,2.88
SYN_EMP_0060,2025-02-06,2024-11-06,2024-12-01,2,Trainee Software Engineer,ai_ml,chennai,2.36,2.88
SYN_EMP_0060,2025-02-06,2024-11-06,2025-01-01,3,Trainee Software Engineer,ai_ml,chennai,2.1,2.88
SYN_EMP_0061,2025-02-22,2024-11-22,2024-11-01,1,Software Engineer,data_engineering,chennai,2.33,2.57
SYN_EMP_0061,2025-02-22,2024-11-22,2024-12-01,2,Software Engineer,data_engineering,chennai,2.08,2.57
SYN_EMP_0061,2025-02-22,2024-11-22,2025-01-01,3,Software Engineer,data_engineering,chennai,1.83,2.57
SYN_EMP_0062,2025-02-06,2024-11-06,2024-11-01,1,Trainee Software Engineer,full_stack,uk,3.26,3.4
SYN_EMP_0062,2025-02-06,2024-11-06,2024-12-01,2,Trainee Software Engineer,full_stack,uk,3.13,3.4
SYN_EMP_0062,2025-02-06,2024-11-06,2025-01-01,3,Trainee Software Engineer,full_stack,uk,2.99,3.4
SYN_EMP_0063,2025-03-15,2024-12-15,2024-12-01,1,Software Engineer,ai_ml,uk,3.03,3.26
SYN_EMP_0063,2025-03-15,2024-12-15,2025-01-01,2,Software Engineer,ai_ml,uk,2.79,3.26
SYN_EMP_0063,2025-03-15,2024-12-15,2025-02-01,3,Software Engineer,ai_ml,uk,2.55,3.26
SYN_EMP_0064,2025-03-19,2024-12-19,2024-12-01,1,Trainee Software Engineer,techops,chennai,2.84,3.01
SYN_EMP_0064,2025-03-19,2024-12-19,2025-01-01,2,Trainee Software Engineer,techops,chennai,2.68,3.01
SYN_EMP_0064,2025-03-19,2024-12-19,2025-02-01,3,Trainee Software Engineer,techops,chennai,2.52,3.01
SYN_EMP_0065,2025-03-23,2024-12-23,2024-12-01,1,Trainee Software Engineer,full_stack,uk,3.04,3.23
SYN_EMP_0065,2025-03-23,2024-12-23,2025-01-01,2,Trainee Software Engineer,full_stack,uk,2.85,3.23
SYN_EMP_0065,2025-03-23,2024-12-23,2025-02-01,3,Trainee Software Engineer,full_stack,uk,2.67,3.23
SYN_EMP_0066,2025-03-28,2024-12-28,2024-12-01,1,Senior Software Engineer,ai_ml,chennai,2.9,3.08
SYN_EMP_0066,2025-03-28,2024-12-28,2025-01-01,2,Senior Software Engineer,ai_ml,chennai,2.73,3.08
SYN_EMP_0066,2025-03-28,2024-12-28,2025-02-01,3,Senior Software Engineer,ai_ml,chennai,2.55,3.08
SYN_EMP_0067,2025-03-14,2024-12-14,2024-12-01,1,Trainee Software Engineer,ai_ml,chennai,2.44,2.62
SYN_EMP_0067,2025-03-14,2024-12-14,2025-01-01,2,Trainee Software Engineer,ai_ml,chennai,2.27,2.62
SYN_EMP_0067,2025-03-14,2024-12-14,2025-02-01,3,Trainee Software Engineer,ai_ml,chennai,2.09,2.62
SYN_EMP_0068,2025-03-04,2024-12-04,2024-12-01,1,Associate Consultant,bi_reporting,uk,2.92,3.01
SYN_EMP_0068,2025-03-04,2024-12-04,2025-01-01,2,Associate Consultant,bi_reporting,uk,2.83,3.01
SYN_EMP_0068,2025-03-04,2024-12-04,2025-02-01,3,Associate Consultant,bi_reporting,uk,2.73,3.01
SYN_EMP_0069,2025-03-20,2024-12-20,2024-12-01,1,Associate Consultant,techops,uk,2.75,2.93
SYN_EMP_0069,2025-03-20,2024-12-20,2025-01-01,2,Associate Consultant,techops,uk,2.57,2.93
SYN_EMP_0069,2025-03-20,2024-12-20,2025-02-01,3,Associate Consultant,techops,uk,2.38,2.93
SYN_EMP_0070,2025-04-03,2025-01-03,2025-01-01,1,Senior Software Engineer,ai_ml,uk,3.55,3.66
SYN_EMP_0070,2025-04-03,2025-01-03,2025-02-01,2,Senior Software Engineer,ai_ml,uk,3.44,3.66
SYN_EMP_0070,2025-04-03,2025-01-03,2025-03-01,3,Senior Software Engineer,ai_ml,uk,3.32,3.66
SYN_EMP_0071,2025-04-18,2025-01-18,2025-01-01,1,Solutions Enabler,data_engineering,chennai,3.18,3.3
SYN_EMP_0071,2025-04-18,2025-01-18,2025-02-01,2,Solutions Enabler,data_engineering,chennai,3.05,3.3
SYN_EMP_0071,2025-04-18,2025-01-18,2025-03-01,3,Solutions Enabler,data_engineering,chennai,2.93,3.3
SYN_EMP_0072,2025-04-02,2025-01-02,2025-01-01,1,Trainee Software Engineer,data_engineering,chennai,3.07,3.24
SYN_EMP_0072,2025-04-02,2025-01-02,2025-02-01,2,Trainee Software Engineer,data_engineering,chennai,2.91,3.24
SYN_EMP_0072,2025-04-02,2025-01-02,2025-03-01,3,Trainee Software Engineer,data_engineering,chennai,2.75,3.24
SYN_EMP_0073,2025-04-13,2025-01-13,2025-01-01,1,Software Engineer,data_engineering,chennai,2.6,2.75
SYN_EMP_0073,2025-04-13,2025-01-13,2025-02-01,2,Software Engineer,data_engineering,chennai,2.45,2.75
SYN_EMP_0073,2025-04-13,2025-01-13,2025-03-01,3,Software Engineer,data_engineering,chennai,2.3,2.75
SYN_EMP_0074,2025-04-01,2025-01-01,2025-01-01,1,Senior Software Engineer,ai_ml,chennai,2.61,2.88
SYN_EMP_0074,2025-04-01,2025-01-01,2025-02-01,2,Senior Software Engineer,ai_ml,chennai,2.35,2.88
SYN_EMP_0074,2025-04-01,2025-01-01,2025-03-01,3,Senior Software Engineer,ai_ml,chennai,2.08,2.88
SYN_EMP_0075,2025-04-27,2025-01-27,2025-01-01,1,Software Engineer,data_engineering,uk,2.5,2.59
SYN_EMP_0075,2025-04-27,2025-01-27,2025-02-01,2,Software Engineer,data_engineering,uk,2.4,2.59
SYN_EMP_0075,2025-04-27,2025-01-27,2025-03-01,3,Software Engineer,data_engineering,uk,2.31,2.59
SYN_EMP_0076,2025-04-21,2025-01-21,2025-01-01,1,Software Engineer,bi_reporting,uk,3.0,3.19
SYN_EMP_0076,2025-04-21,2025-01-21,2025-02-01,2,Software Engineer,bi_reporting,uk,2.8,3.19
SYN_EMP_0076,2025-04-21,2025-01-21,2025-03-01,3,Software Engineer,bi_reporting,uk,2.61,3.19
SYN_EMP_0077,2025-04-27,2025-01-27,2025-01-01,1,Senior Software Engineer,bi_reporting,chennai,2.77,2.93
SYN_EMP_0077,2025-04-27,2025-01-27,2025-02-01,2,Senior Software Engineer,bi_reporting,chennai,2.61,2.93
SYN_EMP_0077,2025-04-27,2025-01-27,2025-03-01,3,Senior Software Engineer,bi_reporting,chennai,2.45,2.93
SYN_EMP_0078,2025-04-19,2025-01-19,2025-01-01,1,Senior Software Engineer,data_engineering,chennai,3.05,3.18
SYN_EMP_0078,2025-04-19,2025-01-19,2025-02-01,2,Senior Software Engineer,data_engineering,chennai,2.92,3.18
SYN_EMP_0078,2025-04-19,2025-01-19,2025-03-01,3,Senior Software Engineer,data_engineering,chennai,2.79,3.18
SYN_EMP_0079,2025-04-17,2025-01-17,2025-01-01,1,Solutions Consultant,bi_reporting,chennai,2.7,2.91
SYN_EMP_0079,2025-04-17,2025-01-17,2025-02-01,2,Solutions Consultant,bi_reporting,chennai,2.49,2.91
SYN_EMP_0079,2025-04-17,2025-01-17,2025-03-01,3,Solutions Consultant,bi_reporting,chennai,2.29,2.91
SYN_EMP_0080,2025-04-02,2025-01-02,2025-01-01,1,Senior Software Engineer,ai_ml,uk,2.79,2.92
SYN_EMP_0080,2025-04-02,2025-01-02,2025-02-01,2,Senior Software Engineer,ai_ml,uk,2.66,2.92
SYN_EMP_0080,2025-04-02,2025-01-02,2025-03-01,3,Senior Software Engineer,ai_ml,uk,2.54,2.92
SYN_EMP_0081,2025-04-06,2025-01-06,2025-01-01,1,Software Engineer,bi_reporting,chennai,2.98,3.19
SYN_EMP_0081,2025-04-06,2025-01-06,2025-02-01,2,Software Engineer,bi_reporting,chennai,2.76,3.19
SYN_EMP_0081,2025-04-06,2025-01-06,2025-03-01,3,Software Engineer,bi_reporting,chennai,2.55,3.19
SYN_EMP_0082,2025-04-21,2025-01-21,2025-01-01,1,Senior Software Engineer,data_engineering,chennai,2.58,2.8
SYN_EMP_0082,2025-04-21,2025-01-21,2025-02-01,2,Senior Software Engineer,data_engineering,chennai,2.35,2.8
SYN_EMP_0082,2025-04-21,2025-01-21,2025-03-01,3,Senior Software Engineer,data_engineering,chennai,2.13,2.8
SYN_EMP_0083,2025-04-07,2025-01-07,2025-01-01,1,Solutions Enabler,bi_reporting,chennai,2.49,2.71
SYN_EMP_0083,2025-04-07,2025-01-07,2025-02-01,2,Solutions Enabler,bi_reporting,chennai,2.28,2.71
SYN_EMP_0083,2025-04-07,2025-01-07,2025-03-01,3,Solutions Enabler,bi_reporting,chennai,2.06,2.71
SYN_EMP_0084,2025-04-02,2025-01-02,2025-01-01,1,Senior Software Engineer,bi_reporting,chennai,2.84,3.05
SYN_EMP_0084,2025-04-02,2025-01-02,2025-02-01,2,Senior Software Engineer,bi_reporting,chennai,2.63,3.05
SYN_EMP_0084,2025-04-02,2025-01-02,2025-03-01,3,Senior Software Engineer,bi_reporting,chennai,2.42,3.05
SYN_EMP_0085,2025-04-06,2025-01-06,2025-01-01,1,Software Engineer,data_engineering,chennai,2.5,2.66
SYN_EMP_0085,2025-04-06,2025-01-06,2025-02-01,2,Software Engineer,data_engineering,chennai,2.33,2.66
SYN_EMP_0085,2025-04-06,2025-01-06,2025-03-01,3,Software Engineer,data_engineering,chennai,2.16,2.66
SYN_EMP_0086,2025-05-03,2025-02-03,2025-02-01,1,Senior Consultant,data_engineering,chennai,2.93,3.02
SYN_EMP_0086,2025-05-03,2025-02-03,2025-03-01,2,Senior Consultant,data_engineering,chennai,2.84,3.02
SYN_EMP_0086,2025-05-03,2025-02-03,2025-04-01,3,Senior Consultant,data_engineering,chennai,2.75,3.02
SYN_EMP_0087,2025-05-16,2025-02-16,2025-02-01,1,Solutions Enabler,techops,chennai,3.16,3.3
SYN_EMP_0087,2025-05-16,2025-02-16,2025-03-01,2,Solutions Enabler,techops,chennai,3.03,3.3
SYN_EMP_0087,2025-05-16,2025-02-16,2025-04-01,3,Solutions Enabler,techops,chennai,2.89,3.3
SYN_EMP_0088,2025-05-18,2025-02-18,2025-02-01,1,Solutions Enabler,bi_reporting,chennai,3.02,3.19
SYN_EMP_0088,2025-05-18,2025-02-18,2025-03-01,2,Solutions Enabler,bi_reporting,chennai,2.84,3.19
SYN_EMP_0088,2025-05-18,2025-02-18,2025-04-01,3,Solutions Enabler,bi_reporting,chennai,2.67,3.19
SYN_EMP_0089,2025-05-12,2025-02-12,2025-02-01,1,Senior Software Engineer,ai_ml,usa,3.05,3.2
SYN_EMP_0089,2025-05-12,2025-02-12,2025-03-01,2,Senior Software Engineer,ai_ml,usa,2.9,3.2
SYN_EMP_0089,2025-05-12,2025-02-12,2025-04-01,3,Senior Software Engineer,ai_ml,usa,2.75,3.2
SYN_EMP_0090,2025-05-28,2025-02-28,2025-02-01,1,Solutions Enabler,ai_ml,chennai,2.75,2.89
SYN_EMP_0090,2025-05-28,2025-02-28,2025-03-01,2,Solutions Enabler,ai_ml,chennai,2.61,2.89
SYN_EMP_0090,2025-05-28,2025-02-28,2025-04-01,3,Solutions Enabler,ai_ml,chennai,2.46,2.89
SYN_EMP_0091,2025-05-04,2025-02-04,2025-02-01,1,Trainee Software Engineer,data_engineering,uk,2.89,3.11
SYN_EMP_0091,2025-05-04,2025-02-04,2025-03-01,2,Trainee Software Engineer,data_engineering,uk,2.66,3.11
SYN_EMP_0091,2025-05-04,2025-02-04,2025-04-01,3,Trainee Software Engineer,data_engineering,uk,2.44,3.11
SYN_EMP_0092,2025-05-13,2025-02-13,2025-02-01,1,Manager,data_engineering,chennai,2.74,2.97
SYN_EMP_0092,2025-05-13,2025-02-13,2025-03-01,2,Manager,data_engineering,chennai,2.51,2.97
SYN_EMP_0092,2025-05-13,2025-02-13,2025-04-01,3,Manager,data_engineering,chennai,2.28,2.97
SYN_EMP_0093,2025-05-05,2025-02-05,2025-02-01,1,Associate Consultant,bi_reporting,chennai,2.53,2.78
SYN_EMP_0093,2025-05-05,2025-02-05,2025-03-01,2,Associate Consultant,bi_reporting,chennai,2.29,2.78
SYN_EMP_0093,2025-05-05,2025-02-05,2025-04-01,3,Associate Consultant,bi_reporting,chennai,2.04,2.78
SYN_EMP_0094,2025-06-17,2025-03-17,2025-03-01,1,Trainee Software Engineer,bi_reporting,uk,2.92,3.19
SYN_EMP_0094,2025-06-17,2025-03-17,2025-04-01,2,Trainee Software Engineer,bi_reporting,uk,2.64,3.19
SYN_EMP_0094,2025-06-17,2025-03-17,2025-05-01,3,Trainee Software Engineer,bi_reporting,uk,2.37,3.19
SYN_EMP_0095,2025-06-21,2025-03-21,2025-03-01,1,Trainee Software Engineer,data_engineering,chennai,2.24,2.49
